load61, PC=0, Tile=1
mul63, PC=1, Tile=1
sext64, PC=2, Tile=1
icmp65, PC=3, Tile=1
br66, PC=4, Tile=0
phi0, PC=5, Tile=0
call5, PC=5, Tile=1
load6, PC=6, Tile=0
load9, PC=7, Tile=0
load10, PC=8, Tile=0
load16, PC=9, Tile=0
load62, PC=10, Tile=0
phi1, PC=11, Tile=1
trunc2, PC=11, Tile=0
getelementptr7, PC=7, Tile=1
sub11, PC=9, Tile=1
getelementptr17, PC=10, Tile=1
sub19, PC=12, Tile=1
add24, PC=6, Tile=1
add29, PC=12, Tile=0
sitofp36, PC=13, Tile=1
add40, PC=8, Tile=1
sitofp46, PC=14, Tile=1
add52, PC=15, Tile=1
add57, PC=16, Tile=1
call60, PC=21, Tile=1
sdiv3, PC=12, Tile=5
srem4, PC=13, Tile=5
store8, PC=8, Tile=5
sdiv12, PC=10, Tile=5
sdiv20, PC=14, Tile=5
getelementptr25, PC=7, Tile=5
getelementptr27, PC=11, Tile=5
getelementptr30, PC=13, Tile=0
getelementptr32, PC=15, Tile=5
getelementptr41, PC=9, Tile=5
getelementptr53, PC=16, Tile=5
getelementptr58, PC=17, Tile=5
sdiv13, PC=18, Tile=5
sdiv21, PC=19, Tile=5
store28, PC=20, Tile=5
store31, PC=21, Tile=5
store33, PC=22, Tile=5
sitofp34, PC=23, Tile=5
sub43, PC=14, Tile=0
add48, PC=15, Tile=0
sitofp14, PC=19, Tile=0
sitofp22, PC=20, Tile=0
fadd35, PC=33, Tile=0
sitofp44, PC=17, Tile=0
sext49, PC=18, Tile=0
fsub15, PC=20, Tile=6
fsub23, PC=21, Tile=6
fdiv37, PC=34, Tile=6
fadd45, PC=18, Tile=6
getelementptr50, PC=19, Tile=6
store18, PC=22, Tile=6
store26, PC=23, Tile=6
fmul38, PC=41, Tile=6
fdiv47, PC=25, Tile=6
store54, PC=43, Tile=6
fsub39, PC=44, Tile=6
store51, PC=28, Tile=6
fdiv55, PC=29, Tile=6
store42, PC=47, Tile=6
fsub56, PC=31, Tile=6
store59, PC=32, Tile=6
Achieved DynamicPlacement_II is 17
threshold is 1
